	Log2(FC)	Log10(Adj. P-value)
RP23-361M12.2	-0.247504	0.065023
Nme7	-0.266696	0.065023
RP23-412L18.6	-0.355463	0.065023
Heyl	0.302031	0.064963
Frmd3	0.274894	0.064801
Hmgb1-ps8	-0.505233	0.064801
Gtf2h1	-0.125494	0.06472
Hist1h2ae	-0.242375	0.0646
Dmkn	0.306947	0.06449
Eif6	-0.09951	0.06449
Gm20621	0.25919	0.064449
Lamc2	-0.141131	0.064449
RP23-322P13.2	0.719363	0.064275
Pycrl	0.089891	0.064275
Nacc2	-0.072766	0.064275
Vps9d1	-0.12239	0.064275
Suclg2	-0.165915	0.064275
Nckap5l	-0.258849	0.064275
Zmat4	-0.318392	0.064275
Sgk2	-0.17622	0.064268
Gm19426	0.568491	0.064222
Gm10083	0.294965	0.064222
Hoga1	0.224	0.064222
Trpm2	0.192713	0.064222
Umps	0.119251	0.064222
Slc5a3	0.107148	0.064222
Ctdspl	0.090406	0.064222
B230317F23Rik	-0.279697	0.064222
Krt14	-0.318065	0.064222
Gm17251	-0.397671	0.064222
1700016H13Rik	-0.48744	0.064222
Ms4a1	-0.528816	0.064222
RP23-16D16.12	0.285002	0.064039
Gm1631	0.251265	0.064039
Rgs19	0.248972	0.064039
Caprin1	-0.069252	0.064039
Rcan3	-0.111825	0.064039
Gm6265	-0.215853	0.064039
Dlgap3	-0.406206	0.064039
Gng12	0.082126	0.064017
Opn3	0.231444	0.063934
Rnft1	-0.095189	0.063927
Dnajc19-ps	-0.238158	0.063927
Pus10	-0.153068	0.063889
2610027K06Rik	0.584744	0.063758
Saysd1	0.171491	0.063615
Ptger1	0.209343	0.06356
Uvssa	-0.078637	0.063523
Ap5m1	-0.139173	0.063507
Timp4	0.359158	0.06348
RP23-392C14.2	0.28551	0.06348
Ralyl	-0.420481	0.06348
Gm16089	0.864628	0.063466
Gm27477	0.243688	0.063466
Emc8	0.090226	0.063466
Decr1	-0.06812	0.063466
Slc25a19	0.139677	0.063443
Npnt	-0.195127	0.063443
Rap1gapos	0.303169	0.063253
Kif7	0.283445	0.063253
Usp45	-0.091996	0.063253
Psmg2	-0.145782	0.063253
1700112J16Rik	-0.421057	0.063253
Gm6345	-0.477046	0.063253
Afg3l1	-0.074629	0.063122
Gm608	-0.077374	0.063122
Rtel1	-0.178084	0.063122
Galm	0.098703	0.06308
Tnxb	-0.16045	0.063032
mt-Nd6	0.293807	0.062768
Ngb	0.219914	0.062768
Gm11821	-0.757524	0.062768
Rps13-ps2	0.100624	0.062677
Cd7	-0.209639	0.062471
Fam45a	-0.13759	0.062403
Pcolce2	-0.170302	0.062403
Sema6a	0.107299	0.062382
Gm25720	0.55525	0.062378
Gm15210	0.212442	0.062378
Npr1	0.212177	0.062378
Btc	0.168793	0.062378
Cth	0.153096	0.062378
Flnb	0.090432	0.062378
Tnrc6b	-0.066785	0.062378
Esco1	-0.107576	0.062378
Scnn1a	-0.124397	0.062378
Kcnk6	-0.127231	0.062378
Xrcc6	-0.153275	0.062378
Stom	-0.17146	0.062378
RP24-422C24.2	-0.234381	0.062378
5830415F09Rik	-0.398379	0.062378
Fbxw15	-0.522194	0.062378
Zbtbd6	-0.612798	0.062378
Tctn3	0.22458	0.062359
Qars	0.064028	0.062177
Gjd2	0.550205	0.062157
Hif1a	0.091625	0.062142
S100a9	0.885786	0.062096
Ano2	0.48529	0.062096
Vwa3b	0.406844	0.062096
RP23-70F22.2	0.345306	0.062096
2810030D12Rik	0.246873	0.062096
Fh1	0.230229	0.062096
Dnm3os	0.215511	0.062096
D11Wsu47e	0.177471	0.062096
Fam217b	0.152599	0.062096
Med26	0.1503	0.062096
Tfip11	0.117638	0.062096
Prox1	0.111365	0.062096
Rragc	0.105891	0.062096
Csnk1g3	0.098817	0.062096
Gstt2	0.092838	0.062096
Smpd2	0.092186	0.062096
Gstm1	0.090933	0.062096
Pkm	0.0885	0.062096
Creg1	0.078103	0.062096
Nup50	0.072806	0.062096
Calr	0.068628	0.062096
Oxa1l	0.068066	0.062096
Lrrfip2	0.068035	0.062096
Cul1	-0.079545	0.062096
Satb2	-0.085028	0.062096
Selenbp1	-0.097095	0.062096
Tigd2	-0.109252	0.062096
Clca4	-0.110648	0.062096
Rnf7	-0.11316	0.062096
Iqsec2	-0.113622	0.062096
Zfpl1	-0.121034	0.062096
Dhx29	-0.125312	0.062096
Znhit1	-0.134801	0.062096
Kcnh2	-0.178332	0.062096
CAAA01116243.1	-0.190697	0.062096
Car11	-0.208331	0.062096
Wbscr17	-0.221139	0.062096
Gm17971	-0.270524	0.062096
Wnt5b	-0.291172	0.062096
4930481A15Rik	-0.321154	0.062096
Cks2	-0.336605	0.062096
Ttc8	-0.370951	0.062096
Gm13910	-0.387451	0.062096
Mirlet7b	-0.63176	0.062096
Gm12608	-0.784593	0.062096
Ric8	-0.082539	0.062076
5430416O09Rik	0.43459	0.062058
Gm12166	0.315341	0.062058
Bbs7	0.27715	0.062058
Dnase1l1	0.119465	0.062058
Pgap1	0.110409	0.06188
Cd47	-0.082073	0.06188
1110007C09Rik	0.18084	0.061815
Dr1	0.108792	0.061688
Bbs5	0.352768	0.061601
Vps13a	-0.087977	0.061601
Pgm2	-0.100457	0.061601
Larp4	-0.121013	0.061601
RP23-411L6.3	-0.56965	0.061601
Lcmt2	0.126877	0.061557
Gna11	-0.079239	0.061557
Patl1	-0.149427	0.061557
Mthfs	-0.308586	0.061557
Gm5108	0.604983	0.061455
5430416N02Rik	0.205241	0.061447
Pafah1b2	0.084638	0.061447
Cyp2d9	0.282014	0.061426
Rasef	0.161528	0.061426
Rapgef3	0.118867	0.061426
Gabarap	-0.076188	0.061426
Slc25a10	-0.096456	0.061426
Spock3	0.278927	0.061267
RP23-327M13.6	0.177009	0.061267
Gstm4	0.10018	0.061267
A730017L22Rik	-0.258738	0.06113
Fbll1	0.690713	0.061097
1700101E01Rik	0.521441	0.061097
2010009K17Rik	0.78588	0.061068
Gm25259	0.64789	0.061068
RP23-184I13.4	0.508832	0.061068
Cpxm1	0.464936	0.061068
Gm9825	0.309277	0.061068
Fgr	0.254476	0.061068
Myo1f	0.215406	0.061068
Slc22a5	0.205707	0.061068
Slc25a32	0.194346	0.061068
Evi5l	0.169853	0.061068
Mtrf1l	0.138712	0.061068
Dnajb6	0.135418	0.061068
Nuak2	0.130218	0.061068
Cd320	0.102777	0.061068
Mcee	0.100628	0.061068
Rab24	0.097928	0.061068
Tsg101	0.092671	0.061068
Prelp	0.085019	0.061068
Chn2	0.084939	0.061068
Pard3b	0.0819	0.061068
Vps13d	-0.069665	0.061068
Timm17a	-0.069692	0.061068
Atp6v1c1	-0.073516	0.061068
Kif3b	-0.084108	0.061068
Exosc5	-0.097846	0.061068
Ubxn8	-0.098181	0.061068
Atp9b	-0.100739	0.061068
Kctd5	-0.123449	0.061068
Cnn2	-0.133323	0.061068
Fap	-0.141398	0.061068
Fbxo45	-0.145556	0.061068
Rab11fip4	-0.152223	0.061068
Adamts5	-0.15702	0.061068
Tspan18	-0.243295	0.061068
Msc	-0.250421	0.061068
Alox12	-0.259789	0.061068
Pms1	-0.262859	0.061068
Klhl36	-0.290556	0.061068
Nlrp1b	-0.290581	0.061068
Gm12511	-0.312925	0.061068
Slc16a11	-0.347738	0.061068
Gm26339	-0.476913	0.061068
Gm25235	-0.527651	0.061068
Onecut2	-0.527791	0.061068
2310015B20Rik	-0.528178	0.061068
Gm15799	-0.528694	0.061068
Gm14325	-0.528721	0.061068
4930448D08Rik	-0.528839	0.061068
RP23-435E15.3	-0.529056	0.061068
Scd4	-0.529139	0.061068
A730071L15Rik	-0.531185	0.061068
Gm5215	-0.726855	0.061068
Gm15132	-0.767336	0.061068
Efcab10	-0.817777	0.061068
Mansc4	-0.307611	0.061
Phkg1	0.508304	0.060981
mt-Nd2	0.156775	0.060981
Hsf5	-0.527172	0.060981
Ugt2b35	0.508108	0.060973
Rpain	0.136921	0.060973
Ipo5	-0.090157	0.060973
Snapc3	-0.090628	0.060973
Zdhhc4	-0.099948	0.060973
Cda	-0.16843	0.060973
Gm15232	-0.526589	0.060973
Pcdh9	0.166622	0.060929
Ugt2b34	0.107602	0.060929
Med20	-0.087786	0.060929
Tada1	-0.094879	0.06092
Rin1	-0.15634	0.06092
C920006O11Rik	-0.223441	0.06092
Col22a1	-0.526236	0.06092
Gpr156	0.507308	0.060908
Wnt11	0.71186	0.060894
Rnu5g	0.506655	0.060894
Gm23054	0.506569	0.060894
Nfe2l3	0.506562	0.060894
Hist1h3c	0.506498	0.060894
Rbm12b1	0.33205	0.060894
Flnc	0.160264	0.060894
Csrp2bp	0.139591	0.060894
Ugt1a5	-0.302391	0.060894
4930503L19Rik	-0.310402	0.060894
Gm29216	-0.360459	0.060894
Gm12311	-0.526044	0.060894
Dcdc5	-0.79701	0.060894
Gm12830	0.79224	0.060722
A730017C20Rik	0.178886	0.060722
Sowaha	0.172474	0.060722
Mgam	-0.085352	0.060722
Inpp5j	-0.087886	0.060722
Tlr7	-0.261659	0.060722
Map4k1	-0.357147	0.060722
Tbx3os1	-0.368821	0.060722
A230083G16Rik	-0.699213	0.060722
Zfp125	-0.261716	0.06069
Hba-a1	-0.230466	0.060613
Slc39a14	0.089762	0.060612
Ppp4r1l-ps	0.098332	0.060421
Ighv7-1	0.659131	0.060201
RP23-456B9.24	0.568923	0.060201
2900041M22Rik	0.530572	0.060201
Cst6	0.517101	0.060201
Uts2b	0.507753	0.060201
RP24-81A5.2	0.495624	0.060201
Clcn1	0.345047	0.060201
Ubtd1	0.223734	0.060201
Snip1	0.210869	0.060201
Pex5	0.210567	0.060201
Cpxm2	0.130745	0.060201
Pip5k1c	0.114131	0.060201
Agpat6	0.09912	0.060201
Cdkal1	0.096849	0.060201
Lphn1	0.093003	0.060201
Rrp1	0.07988	0.060201
Vcp	0.054963	0.060201
Foxn3	-0.07289	0.060201
Ugdh	-0.091386	0.060201
Tcn2	-0.116313	0.060201
Selm	-0.122092	0.060201
Fyb	-0.127275	0.060201
Vta1	-0.155037	0.060201
Ccdc115	-0.168767	0.060201
Zfp710	-0.182015	0.060201
Fut4	-0.219387	0.060201
Otub2	-0.273605	0.060201
Bbs10	-0.404301	0.060201
Gm26529	-0.44855	0.060201
Wnt3	-0.526243	0.060201
Usp51	0.714486	0.060185
Gm26901	-0.273711	0.060185
Apoc1	-0.394506	0.060185
1190007I07Rik	0.244091	0.060147
Fam81a	0.577277	0.060053
Pcdh11x	0.56166	0.060053
Cd209g	0.349785	0.060053
Gm7308	0.268081	0.060053
Yae1d1	0.200162	0.060053
Klhl28	0.197186	0.060053
Tmie	0.195073	0.060053
Agpat9	0.159346	0.060053
Tm6sf2	0.15352	0.060053
P2ry6	0.150035	0.060053
Tlcd1	0.147399	0.060053
Sdhaf1	0.128962	0.060053
Tor1a	0.127385	0.060053
2310047M10Rik	0.10915	0.060053
Pcgf3	0.09919	0.060053
Eif2ak4	0.093949	0.060053
Prelid1	0.089868	0.060053
Tmem208	-0.082749	0.060053
Nqo2	-0.093305	0.060053
Tmem135	-0.098097	0.060053
Tbk1	-0.105316	0.060053
Ccdc137	-0.109115	0.060053
2410002F23Rik	-0.11339	0.060053
Recql	-0.12063	0.060053
Zfp369	-0.130258	0.060053
Tenm4	-0.130568	0.060053
Tbp	-0.133357	0.060053
Nfyc	-0.135505	0.060053
Trappc8	-0.137326	0.060053
Cdadc1	-0.138947	0.060053
Ccdc134	-0.148921	0.060053
E2f6	-0.197056	0.060053
9530036O11Rik	-0.225751	0.060053
Tbx21	-0.309276	0.060053
Hoxc5	-0.331421	0.060053
Paqr3	-0.339089	0.060053
5430400D12Rik	-0.406371	0.060053
Eya1	-0.440831	0.060053
RP24-573J18.1	-0.440868	0.060053
Gsg1l	-0.441256	0.060053
Kbtbd12	-0.441284	0.060053
Gkn3	-0.441758	0.060053
Fam65c	-0.527912	0.060053
Gm26520	-0.530153	0.060053
Gm17021	0.491803	0.060001
Ndor1	0.143061	0.060001
Ptgr1	0.135805	0.060001
Stmn2	0.091118	0.060001
Wdfy3	0.076529	0.060001
Rnu3a	-0.176351	0.060001
Trim13	-0.343332	0.060001
Lingo1	-0.482667	0.060001
Zfp69	-0.524845	0.060001
Plxdc2	-0.125132	0.059988
Gm9929	-0.439932	0.059988
H2-M5	0.549652	0.059956
Pde4c	0.510408	0.059956
Tle6	0.204577	0.059956
Polr2e	0.089018	0.059956
Ugp2	-0.06943	0.059956
Gba	-0.113184	0.059934
Katnb1	-0.213733	0.059934
Catsperg1	-0.406113	0.059934
Gm13717	-0.439432	0.059934
Aldh1a2	0.187718	0.059884
Yod1	0.128077	0.059884
Serpine2	0.096209	0.059884
Scamp3	0.0952	0.059884
Krit1	-0.115731	0.059884
Pde11a	-0.150121	0.059884
Cdc7	0.244138	0.059857
Lpxn	0.229659	0.059857
Rps13	0.098356	0.059857
C1qtnf7	-0.338344	0.059857
Ces2a	-0.145605	0.059787
Nrxn3	0.309008	0.059775
Edil3	0.196403	0.059775
Phf23	0.100839	0.059775
Prkaa2	-0.081135	0.059775
Copa	-0.098031	0.059775
Gm13140	-0.688242	0.059664
Pcdh7	-0.088886	0.059655
Rela	-0.108384	0.059655
Map4k2	0.151666	0.059645
Zfp398	-0.109197	0.05964
Fastkd2	-0.168907	0.05964
Nrn1	-0.306702	0.05964
Cd5l	-0.915229	0.05964
Naip2	-0.109896	0.059609
Mospd2	-0.202967	0.059609
Mtr	0.198847	0.059576
Sparcl1	0.070106	0.05956
Tmem160	-0.121601	0.05956
Sgce	0.255833	0.059538
Myl12a	0.142999	0.059538
Vps13c	-0.103173	0.059538
B3galnt2	-0.254153	0.059538
Wdr18	0.138126	0.059447
Mipep	0.172491	0.059319
Fam110a	0.132877	0.05921
Plek2	0.110312	0.05921
Nipa1	-0.19144	0.05921
Kcnc2	-0.332971	0.05921
Avpr2	-0.41482	0.059179
Sipa1l3	0.085285	0.05902
Mfap1a	-0.081285	0.05902
Slc26a10	-0.766422	0.05902
Ubp1	-0.062299	0.059009
Sfswap	-0.071685	0.059009
Irf5	-0.283139	0.059009
Gm6741	-0.451776	0.059009
Agbl4	-0.740683	0.059009
Atox1	-0.107624	0.059003
Cage1	-0.39757	0.058897
Zscan20	0.214358	0.05876
Hccs	0.107654	0.058556
Sytl4	0.118209	0.05854
Gm13783	0.569385	0.058501
Srebf1	0.217358	0.058501
Thbs2	0.122511	0.058501
Myh10	0.120979	0.058501
Fra10ac1	0.097741	0.058501
Dstn	-0.103519	0.058501
Tro	-0.279027	0.058501
Gm16418	-0.301447	0.058501
Gm26638	-0.376372	0.058501
Atp6v0e2	-0.099799	0.058494
Epb4.1l3	-0.103644	0.058494
Cdh3	0.404442	0.058478
Tatdn1	-0.246917	0.058472
9930012K11Rik	0.270273	0.058436
Fstl5	-0.250783	0.058434
Cdkn3	-0.199488	0.058377
Pak6	-0.300764	0.058377
Cyp1a1	-0.51593	0.058377
Exph5	0.089319	0.058376
Serpinf2	0.432406	0.058219
Xpo7	0.089549	0.058217
Cyb5rl	0.208559	0.058122
Ndufs8	-0.08612	0.058029
Usp20	0.136051	0.058021
Fkbp7	0.114111	0.058021
Itm2b	0.067142	0.058021
Mdfic	-0.133463	0.058021
Itgb3bp	-0.146507	0.058021
Fads2	-0.251375	0.058021
Tomm5	-0.2649	0.058021
Mfng	-0.284495	0.058021
Ces2c	-0.338827	0.058021
Ryk	0.113003	0.057957
2810405F17Rik	-0.283531	0.057918
Snx29	-0.224335	0.057907
Tmem245	0.063815	0.057874
Ccdc186	-0.07859	0.057837
Gm9791	-0.581263	0.057837
Lrriq1	0.538632	0.057773
Bloc1s6os	0.46001	0.057773
Pef1	0.120886	0.057773
Msantd4	-0.112996	0.057773
Arhgap19	-0.347876	0.057773
Zfp82	0.466689	0.057686
Dclre1b	0.130352	0.057686
Ndst3	-0.273536	0.057686
Gm23300	-0.682502	0.057686
Cxadr	0.08357	0.057615
Map3k9	-0.109587	0.057615
Gm11221	-0.160961	0.057615
Gorasp2	0.069125	0.057576
Tgfbr1	-0.094204	0.057576
Oas1g	-0.452449	0.057494
Efemp1	0.152553	0.057482
Basp1	0.102078	0.057421
Fyttd1	0.103656	0.057323
Casp7	-0.098819	0.05729
Ank2	0.097473	0.05725
Rbm45	-0.075635	0.05725
Phkb	-0.08249	0.05725
Trnau1ap	-0.127631	0.05725
Tada3	-0.133597	0.05725
Msantd2	-0.137399	0.05725
Sardh	-0.1888	0.05725
Snx2	0.093097	0.057195
Csnk1g2	0.09035	0.057195
Lamtor2	0.083175	0.057195
Snhg11	-0.099149	0.057195
Prr15	-0.135278	0.057195
RP23-83N21.1	-0.447365	0.057195
Gm12359	-0.614212	0.057195
Gm20442	0.565579	0.057152
Rbm19	0.320645	0.056946
Svip	0.101761	0.056946
Purb	-0.047919	0.056946
Tmem214	-0.086674	0.056946
Bcl7a	-0.121259	0.056946
Itk	0.498608	0.056912
Neurl2	0.38851	0.056912
Cadps2	0.116127	0.056912
Rlim	-0.082021	0.056912
Rnase1	-0.399049	0.056912
Eif4ebp1	0.144106	0.056875
Lbx2	-0.707998	0.056875
Cd300lf	0.201575	0.056858
Gpx8	0.124464	0.056858
Mapkapk2	0.070727	0.056858
Ppp2cb	-0.099609	0.056858
Tmed1	-0.179203	0.056858
Gm23722	0.465224	0.056812
Ypel4	0.291155	0.056812
Ppme1	0.134001	0.056812
Disp2	0.127492	0.056812
Gpx2	0.123148	0.056812
Srgap1	0.121953	0.056812
Ptplad2	0.118555	0.056812
Slc9a2	0.114665	0.056812
Ldlr	0.075979	0.056812
Sumf1	-0.079798	0.056812
Ppp2r3a	-0.091051	0.056812
Prune2	-0.120484	0.056812
Kansl1l	-0.137789	0.056812
Cdh11	-0.148311	0.056812
RP23-79K5.4	-0.231386	0.056812
9130204K15Rik	-0.373238	0.056812
Ccl4	-0.435904	0.056812
Slc7a13	-0.80761	0.056812
Fabp3-ps1	-0.874177	0.056812
Gm4540	-0.185301	0.056803
Tbx1	-0.372569	0.056803
Ell	0.135826	0.056758
Chchd10	0.08776	0.056758
Lrrn4cl	-0.217143	0.05669
Sfrp1	0.093228	0.056609
Tma16	-0.145777	0.056609
Wwtr1	0.12326	0.056533
Ccdc159	0.464147	0.056489
Rps15a-ps4	0.463811	0.056489
R3hdml	0.463406	0.056489
Rbmxl1	0.29251	0.056489
Cilp	0.143223	0.056489
Chchd4	0.111	0.056489
Slc6a8	0.109134	0.056489
Strbp	-0.08168	0.056489
Sult2b1	-0.181703	0.056489
Mansc1	-0.212912	0.056489
Asic1	-0.411202	0.056489
Trpm4	-0.075341	0.056412
Sypl2	0.278355	0.056394
Batf3	0.273245	0.056394
Mfsd6l	0.217443	0.056394
Cep85	0.164415	0.056394
Insl6	0.161694	0.056394
Akt2	0.160098	0.056394
Fam102a	0.11007	0.056394
Ell2	0.094501	0.056394
Kdm5a	0.064637	0.056394
Etv3	-0.080771	0.056394
Usp9x	-0.090902	0.056394
Cstf3	-0.096543	0.056394
Parp12	-0.109517	0.056394
Rcn2	-0.110965	0.056394
Pitpnm2	-0.13503	0.056394
Lurap1l	-0.080803	0.056108
Mir763	-0.755519	0.055823
Eprs	0.061619	0.055795
Gpr119	0.528484	0.055787
Gm26664	0.465263	0.055787
Ssx2ip	0.102497	0.055787
RP23-109J14.2	-0.658867	0.055787
Slc25a35	0.106359	0.055751
Foxc1	-0.342648	0.055751
Gm10729	-0.323429	0.055676
Pkp4	-0.073841	0.055605
Smarca1	-0.20053	0.055567
RP23-382H8.2	0.612744	0.055501
Rims2	0.340624	0.055501
Mrs2	0.13409	0.055501
Cspg4	0.126212	0.055501
Ttll6	0.113516	0.055501
Hspg2	0.107713	0.055501
Phax	0.077852	0.055501
Set	0.069071	0.055501
Golga4	-0.068478	0.055501
Pofut1	-0.084475	0.055501
Rmnd5b	-0.117129	0.055501
Asnsd1	-0.119375	0.055501
RP23-471J16.2	-0.201184	0.055501
Gm26692	-0.29156	0.055501
Zfp941	-0.363013	0.055501
Gm12743	-0.363161	0.055501
Cacng5	-0.538269	0.055501
Cfap53	-0.718593	0.055501
F9	-0.774741	0.055501
Myoz2	0.720649	0.055415
Gm14005	0.435489	0.055415
Dusp28	0.118472	0.055415
Map2	0.118051	0.055415
Smad5	0.062693	0.055415
Adrbk1	-0.07343	0.055415
Shroom2	-0.105942	0.055415
AA386476	-0.167705	0.055415
Efhd1	-0.362223	0.055415
Tbca	0.07401	0.055221
Gm5898	-0.432144	0.055221
Ndufa4l2	-0.362196	0.055104
Efemp2	0.207389	0.055099
Zbtb43	-0.109016	0.054967
Pdcd7	0.131241	0.054947
Mterf1a	-0.361786	0.054947
2610203C22Rik	-0.372203	0.054947
Zfr2	0.176492	0.054943
Dohh	0.132612	0.054943
Ercc2	-0.160828	0.054943
Mrps7	0.088916	0.054876
Sf3a3	-0.126413	0.054876
Fcer1g	0.10973	0.054864
Gm25337	0.235637	0.054813
Adam17	0.090064	0.054813
Dtnbos	0.657585	0.054767
Fgf18	0.506237	0.054753
Gm11240	0.501936	0.054753
Iqcg	0.479817	0.054753
Defa-rs1	0.464266	0.054753
Gm26637	0.460348	0.054753
Zfp300	0.458481	0.054753
Nebl	0.295011	0.054753
Calcb	0.289908	0.054753
Pus7l	0.190122	0.054753
Tpd52l1	0.160259	0.054753
Gm4468	0.158328	0.054753
Hdac8	0.132527	0.054753
Vgll4	0.122273	0.054753
Foxa3	0.113406	0.054753
Pid1	0.090036	0.054753
Nav2	0.089132	0.054753
Sdpr	0.087538	0.054753
Ssh1	0.082754	0.054753
Paip1	0.081675	0.054753
Camk2d	0.066769	0.054753
Prpf4b	-0.067283	0.054753
Zfp106	-0.067314	0.054753
Aimp1	-0.069437	0.054753
Sdr39u1	-0.085251	0.054753
B4galt3	-0.090147	0.054753
Pigs	-0.09122	0.054753
Pex7	-0.091823	0.054753
Hdgfrp3	-0.095448	0.054753
Dda1	-0.100792	0.054753
Prap1	-0.112683	0.054753
Snapc2	-0.117199	0.054753
Ethe1	-0.123214	0.054753
Slc2a4rg-ps	-0.139272	0.054753
Ndrg4	-0.158234	0.054753
Zmym1	-0.16582	0.054753
Pstk	-0.171414	0.054753
Bmyc	-0.181395	0.054753
Adal	-0.216326	0.054753
Srl	-0.244524	0.054753
Gm10516	-0.24861	0.054753
Acss3	-0.280515	0.054753
Gm17354	-0.318272	0.054753
Guca1b	-0.319524	0.054753
Gm11410	-0.336832	0.054753
Lrrc10b	-0.360515	0.054753
Gm26549	-0.361321	0.054753
Pydc3	-0.363839	0.054753
Oxtr	-0.401789	0.054753
Gm26685	-0.419402	0.054753
Lrfn5	-0.480014	0.054753
Gja6	-0.574892	0.054753
Gm22135	-0.574983	0.054753
Cfap46	-0.575824	0.054753
Defb25	-0.575868	0.054753
RP23-182B7.1	-0.57587	0.054753
Sln	-0.575885	0.054753
Gm19345	-0.575942	0.054753
Gm25291	-0.576042	0.054753
A230103J11Rik	-0.576281	0.054753
Gm14335	-0.576347	0.054753
Add2	-0.576381	0.054753
Rpl10-ps6	-0.576428	0.054753
Gm17981	-0.576522	0.054753
Rps12-ps20	-0.576595	0.054753
Smt3h1-ps	-0.576617	0.054753
Fam196b	-0.576657	0.054753
Irg1	-0.576684	0.054753
1700120B22Rik	-0.57687	0.054753
RP24-427N13.6	-0.576937	0.054753
Gm9835	-0.577005	0.054753
Gm21013	-0.577214	0.054753
1810012K16Rik	-0.577679	0.054753
Dmc1	-0.578794	0.054753
RP24-127E11.2	-0.589882	0.054753
Sit1	-0.575425	0.054702
AA415398	0.177934	0.054683
Ceacam10	0.129606	0.054683
Fdps	0.121357	0.054683
Macrod1	0.108349	0.054683
4930579G24Rik	-0.575065	0.054683
Cdh23	-0.575187	0.054683
Has3	-0.588541	0.054683
Mad2l2	0.174866	0.054625
RP23-125I14.4	-0.211569	0.054619
Pglyrp2	-0.575062	0.054619
Frs2	-0.116434	0.054558
Pter	-0.212428	0.054541
Coch	-0.503858	0.054467
Stbd1	0.272012	0.054318
Cckar	0.174073	0.054318
Sp110	0.291432	0.054309
Nova2	0.211379	0.054309
1500015A07Rik	0.188036	0.054309
Rqcd1	0.099408	0.054309
Ceacam20	0.097441	0.054309
Slc38a1	0.091413	0.054309
Naca	-0.058484	0.054309
Mib1	-0.070101	0.054309
Aup1	-0.093888	0.054309
Slc35f6	-0.141103	0.054309
Slbp	-0.158469	0.054309
Wdr59	-0.160615	0.054309
Trappc11	-0.11105	0.054282
Fancg	0.270889	0.054264
Ccnd1	0.095232	0.054264
Slc17a8	-0.378327	0.054264
RP23-268A12.2	-0.522846	0.054264
Smad3	0.105562	0.054237
Gm26947	-0.577132	0.054237
Wnk1	0.064002	0.054212
Ap2s1	-0.12407	0.05421
Aldh1a7	0.124155	0.054168
Micu3	-0.16121	0.054168
Gm15704	0.678911	0.054152
Rgs16	0.324766	0.054152
Inpp4b	0.180159	0.054152
Ift140	0.175549	0.054152
Cd300lg	0.156489	0.054152
Eml3	0.115246	0.054152
Gm28112	-0.503412	0.054152
Btnl7-ps	-0.579564	0.054152
Rps19-ps2	-0.585271	0.054152
Gm5428	-0.702714	0.054152
Nek2	-0.346616	0.054126
Fmn2	0.196673	0.054016
Xrcc1	-0.132191	0.054012
Cd72	-0.268719	0.053968
Gm11263	0.428376	0.053925
Capsl	0.295537	0.053925
Psme2b	0.152321	0.053925
Mrpl15	0.070965	0.053925
Pggt1b	-0.109191	0.053925
Ildr2	-0.192822	0.053925
Gm14088	-0.503162	0.053925
Csgalnact1	-0.238472	0.053909
Rpl38-ps1	-0.49044	0.053909
Palb2	-0.197222	0.053876
Fam212b	0.142678	0.053832
Nans	0.080535	0.053832
Mettl9	-0.089838	0.053832
Ccdc51	0.246074	0.053773
Elmod3	0.141799	0.053773
Psma7	0.062952	0.053773
Tia1	-0.082737	0.053773
AC021667.1	0.693421	0.053752
Rpl23a-ps3	0.430427	0.05372
Igkc	0.230103	0.05372
Gnai1	0.154516	0.05372
Mospd1	0.124449	0.05372
Casp3	0.116952	0.05372
Baz1a	0.079165	0.05372
C78339	0.076947	0.05372
Brk1	0.072563	0.05372
Ap3m1	-0.081479	0.05372
Myo6	-0.090305	0.05372
Lhfp	-0.171635	0.05372
Gm9581	-0.226232	0.05372
Zfpm2	-0.255824	0.05372
Gm23238	-0.28967	0.05372
Gm13736	-0.490287	0.05372
A830009L08Rik	-0.567	0.05372
Nsun7	-0.596069	0.05372
Fbxw10	-0.596961	0.05372
E230016K23Rik	-0.60831	0.05372
Cct6b	0.429493	0.053719
Bnip2	0.098637	0.053719
Fstl1	0.097586	0.053719
Fxr1	0.077985	0.053719
Zfp93	-0.381107	0.053719
Fgfrl1	0.100939	0.053622
Cyc1	-0.072534	0.053622
Zfp286it	-0.767489	0.053622
Ptpn5	-0.484803	0.053598
Clec2g	-0.593163	0.053598
Upp1	-0.19162	0.053532
Cript	0.069486	0.053469
Zbtb1	-0.099371	0.053469
Ptgds	0.428606	0.053456
2700033N17Rik	0.428507	0.053456
Wdr77	-0.119212	0.053456
Eya3	0.110012	0.0534
Chrm3	0.129875	0.053332
Sc5d	0.093659	0.053332
Acly	-0.095752	0.053332
Gtf3c1	-0.118716	0.053181
Plch1	-0.184613	0.053181
Mrpl10	0.08104	0.053101
Dgkq	-0.094614	0.053101
Alms1	-0.227183	0.053101
Islr	-0.300922	0.053101
Spata17	-0.552276	0.053101
Frmd4a	0.123545	0.053053
Ubiad1	-0.153415	0.053053
Slc26a11	-0.190335	0.052956
H19	-0.595366	0.052956
Dnal4	0.112026	0.052868
Pbld1	-0.101024	0.052868
1700037H04Rik	-0.120016	0.052868
Ubtd2	-0.324899	0.052868
BC034090	-0.406145	0.052868
Cpne6	-0.654481	0.052868
Vps33a	-0.091082	0.052866
