	log2(fc)	log10(adj. p-value)
Olfm1	0.135767	0.071761
Myg1	0.14341	0.071761
Rnf145	0.155259	0.071761
Ptrh1	0.212417	0.071761
Gm17189	0.237017	0.071761
Prss22	0.252654	0.071761
Cd5	0.267541	0.071761
4930480K23Rik	0.297757	0.071761
RP23-83N21.1	0.303789	0.071761
Casq1	0.310821	0.071761
RP24-490B17.2	0.311633	0.071761
Ccar2	0.317965	0.071761
9630013D21Rik	-0.311903	0.071758
Gm6415	-0.199985	0.071734
Gm8228	-0.254938	0.071693
Gm10863	-0.245107	0.071693
Arhgap27os1	-0.245107	0.071693
Akt2-ps	-0.229479	0.071693
Tubal3	-0.098999	0.071693
Tcf4	0.059017	0.071693
Zfp597	0.118784	0.071693
Bin3	0.176166	0.071693
Cyp2c44	0.269034	0.071693
Cysltr2	0.279212	0.071693
3110052M02Rik	0.314222	0.071693
Gm24289	0.36114	0.071693
Pip4k2c	-0.101497	0.071561
Gm13135	-0.245107	0.071556
4930520O04Rik	-0.257823	0.071482
Gm4787	0.294165	0.071441
Mettl24	0.294906	0.071441
Stx11	-0.286902	0.071437
Siglec1	-0.254244	0.071437
Scgb1b3	-0.245107	0.071437
Gm28497	-0.245107	0.071437
Rps12-ps10	-0.219982	0.071437
Celf4	-0.145539	0.071437
Ngly1	-0.128578	0.071437
Maged1	-0.107519	0.071437
Ubr4	-0.080523	0.071437
Mylk	-0.054179	0.071437
Abcf2	0.212259	0.071437
Gm7967	0.231298	0.071437
Znf41-ps	-0.281223	0.071389
Igkv5-43	-0.245107	0.071168
Mgat5	-0.060997	0.071168
Myl9	0.081088	0.071168
Rhbdl3	-0.290727	0.071139
CAAA01187608.3	-0.288455	0.071139
Gnb3	-0.245107	0.071139
RP23-95I4.2	-0.245107	0.071139
Kmo	-0.23858	0.071139
Pacsin2	-0.098892	0.071139
Tstd2	-0.080478	0.071139
Yeats4	-0.074722	0.071139
Casc3	-0.073309	0.071139
Gm11675	0.237017	0.071139
Gm27162	0.250553	0.071139
Slc2a3	-0.21406	0.071092
Zfp609	0.194564	0.071062
Treh	-0.152148	0.071013
Purb	0.046118	0.071013
Apol7e	-0.25275	0.071005
Rps10-ps2	0.344787	0.071005
Arhgef6	0.184251	0.070999
Slc9a3	-0.245107	0.070873
RP23-453G13.1	-0.306376	0.070841
Gm10557	-0.242339	0.070841
Il1f8	-0.226922	0.070841
Dact3	-0.148977	0.070841
Cdc123	0.079172	0.070841
Mmadhc	0.116264	0.070841
Gm27011	0.278352	0.070841
Knstrn	-0.136097	0.070752
Tob1	0.114096	0.070752
Lfng	-0.178941	0.070725
Fbxo25	-0.089708	0.070627
Ralyl	-0.285908	0.070584
Smpx	-0.171391	0.070584
Usp32	-0.080701	0.070584
Wdr5b	-0.244761	0.070518
Gm18180	-0.218453	0.070518
Fgfbp3	-0.214928	0.070518
Fam214a	-0.168315	0.070518
Gpa33	-0.088823	0.070518
Prelid1	-0.078678	0.070518
Ncoa6	-0.076564	0.070518
Msl2	-0.074689	0.070518
Rsf1os2	0.266936	0.070518
Aard	0.279602	0.070438
A130014A01Rik	-0.158679	0.070427
Zfp951	-0.257565	0.070356
Gm12576	-0.245107	0.070356
Gm16638	-0.245107	0.070356
Ldhal6b	-0.245107	0.070356
Rpl31-ps9	-0.243238	0.070356
Zfp280b	-0.139484	0.070356
Nfyc	-0.132303	0.070356
Zdhhc2	0.1105	0.070356
RP24-153N24.3	-0.218453	0.070353
Calcrl	0.139891	0.070353
Cfap44	-0.245107	0.070271
Fads3	-0.2356	0.070271
Apba1	-0.150212	0.070271
Gpc4	0.104236	0.070271
Foxf1	0.117331	0.070271
Vsig8	0.279102	0.070271
Ptpmt1	0.078153	0.070189
Eif3b	0.09497	0.070189
Gm15542	0.289138	0.070167
Gfra3	0.306038	0.070167
Sirt4	0.355778	0.070167
Cap1	-0.093942	0.070105
RP24-482A24.12	-0.231312	0.0701
Ntn1	-0.196347	0.0701
Tada1	-0.083762	0.0701
Ppm1g	-0.076703	0.0701
Gm12846	0.20016	0.0701
Gm5406	0.25721	0.070083
C430042M11Rik	-0.292513	0.070009
Gm16897	-0.267294	0.070009
Cntn4	-0.245107	0.070009
Rpl21-ps10	-0.242281	0.070009
Nfya	-0.18361	0.070009
Rmi1	-0.18179	0.070009
Tnfrsf13b	-0.154867	0.070009
4933427D14Rik	-0.135111	0.070009
Rdx	-0.083235	0.070009
Cdh17	0.061846	0.070009
Gas2l1	0.066564	0.070009
Atp13a3	0.077933	0.070009
Bend7	0.083156	0.070009
Snrpe	0.104227	0.070009
Ssbp2	0.117855	0.070009
Psmc1	0.132489	0.070009
Prkag2	-0.090813	0.069973
Gm20531	-0.235499	0.069964
Pdp2	-0.126839	0.069964
Phf6	0.102339	0.069964
Armcx1	0.227495	0.069964
RP24-151O6.1	0.32441	0.069964
Rpl28-ps3	-0.365184	0.069947
RP23-415C3.9	-0.264103	0.069947
RP24-123J3.2	-0.245107	0.069947
Gpr123	-0.237633	0.069947
4930426I24Rik	-0.234978	0.069947
Lrp8os3	-0.195158	0.069947
Fgd2	-0.168345	0.069947
Ctnnbl1	-0.120261	0.069947
Ppp1r11	-0.104025	0.069947
Stub1	-0.102564	0.069947
Ccdc47	0.067887	0.069947
Tor1a	0.119128	0.069947
Plat	0.168289	0.069947
Ccdc51	0.219854	0.069947
Gm7809	0.299425	0.069947
Gm10489	-0.252157	0.069921
Gm5665	-0.236358	0.069921
Fam65b	-0.179372	0.069921
Pdgfd	-0.272697	0.069783
Plekhd1os	-0.245107	0.069783
Got2	-0.076617	0.069783
C330021F23Rik	-0.332378	0.069705
Alkbh2	-0.330801	0.069705
Xylt1	-0.327742	0.069705
Gm8121	-0.322565	0.069705
Plekhd1	-0.320213	0.069705
Prss16	-0.318929	0.069705
Arntl2	-0.307215	0.069705
Inmt	-0.298322	0.069705
Tomm6os	-0.277599	0.069705
2610016A17Rik	-0.267227	0.069705
Tmem52b	-0.265922	0.069705
Gm14048	-0.263279	0.069705
4930431P03Rik	-0.25575	0.069705
Ccdc69	-0.253526	0.069705
B230319C09Rik	-0.245107	0.069705
Gm24610	-0.245107	0.069705
RP24-421N21.2	-0.245107	0.069705
Gm13622	-0.240773	0.069705
Bhlhe22	-0.237946	0.069705
Gdf11	-0.237677	0.069705
Gm6787	-0.232884	0.069705
Cyp4a10	-0.229479	0.069705
Gm11767	-0.22703	0.069705
Spink10	-0.219107	0.069705
Zswim3	-0.215879	0.069705
Rps18-ps1	-0.211693	0.069705
Phka2	-0.209853	0.069705
Gm20445	-0.20463	0.069705
RP24-511H12.7	-0.202756	0.069705
Mfap4	-0.194351	0.069705
Serpinf1	-0.192657	0.069705
Smoc1	-0.174839	0.069705
Kif3a	-0.167421	0.069705
Tmem253	-0.157498	0.069705
Scg3	-0.147596	0.069705
Slc25a38	-0.145988	0.069705
Znhit1	-0.132974	0.069705
Garem	-0.113115	0.069705
Htatip2	-0.105623	0.069705
Gskip	-0.094557	0.069705
Tbc1d15	-0.080871	0.069705
Fkbp4	-0.078996	0.069705
Cldn15	-0.076607	0.069705
Uba1	-0.073265	0.069705
Ddi2	-0.067202	0.069705
Stat3	0.083716	0.069705
Pmvk	0.102167	0.069705
Trim27	0.103978	0.069705
Herc4	0.104195	0.069705
Triobp	0.104519	0.069705
Ehd2	0.1162	0.069705
Cstb	0.125781	0.069705
Endog	0.131754	0.069705
Foxm1	0.134977	0.069705
Arid3b	0.138461	0.069705
Emp1	0.147474	0.069705
Taf1a	0.148796	0.069705
Akr1b10	0.163721	0.069705
Tmcc2	0.17165	0.069705
Sema3f	0.244974	0.069705
Gm26830	0.246979	0.069705
Homez	0.25892	0.069705
Gm28530	0.275903	0.069705
Dnmbp	0.288088	0.069705
RP23-79K5.4	0.289519	0.069705
RP23-445B17.1	0.31427	0.069705
Fam167a	0.321544	0.069705
A830073O21Rik	0.328905	0.069705
Emid1	0.130078	0.069656
Eef1b2	0.059548	0.069604
Cxcl12	0.087529	0.069604
Gm24145	-0.229577	0.069546
Gm17182	-0.282252	0.069526
Rps27a	-0.173653	0.069526
Ccser1	0.186344	0.069526
D930020B18Rik	0.282787	0.069511
Gm15415	-0.223578	0.069488
Eif4h	-0.058203	0.069488
Atp6v1a	0.067219	0.069488
2310014L17Rik	-0.249083	0.069455
9030616G12Rik	-0.245107	0.069455
Rpl23a-ps14	-0.265184	0.069393
Lzts1	-0.275545	0.069353
Gm4294	-0.261327	0.069353
Hbb-bt	-0.235544	0.069353
Igha	-0.164761	0.069353
Tubgcp5	0.110317	0.069353
Hic2	0.167398	0.069353
Zfp758	0.193235	0.069353
Pcdh9	0.19445	0.069353
H2-Q4	0.240042	0.069353
Zbtb48	-0.271135	0.069324
Zfp219	-0.076474	0.069301
1700028N14Rik	-0.232645	0.069237
Speg	-0.147	0.069237
Ptafr	0.19501	0.069237
Eltd1	-0.145047	0.069222
Rfx6	0.254025	0.069222
9330104G04Rik	0.255427	0.069222
Mx2	0.295438	0.069222
Park7	0.073682	0.069175
Steap1	0.248472	0.069175
Slc6a15	-0.288059	0.069145
Gm11992	-0.263275	0.069145
Snord42a	-0.245107	0.069145
Gm10258	-0.245107	0.069145
Pla2g4d	-0.245107	0.069145
Taf4a	-0.164369	0.069145
Hgsnat	-0.119075	0.069145
Rps5	-0.062778	0.069145
Sgpl1	0.076408	0.069145
Dlg2	0.302742	0.069145
Rsph9	0.314012	0.069145
Spin2c	-0.305073	0.069009
Gm17344	-0.304992	0.069009
Hist4h4	-0.301735	0.069009
Ccdc88b	-0.261899	0.069009
Gm12655	-0.260995	0.069009
Gabrr2	-0.25275	0.069009
Klhl3	-0.250551	0.069009
Zfp58	-0.249693	0.069009
Kcne2	-0.245107	0.069009
Rpl31-ps13	-0.245107	0.069009
Gm7114	-0.245107	0.069009
Dok5	-0.239626	0.069009
Alox12b	-0.230973	0.069009
RP24-496H1.1	-0.226922	0.069009
Limd2	-0.150412	0.069009
Gm6136	-0.145233	0.069009
Ppp2r4	-0.136881	0.069009
Arhgef1	-0.126072	0.069009
Lpin1	-0.112054	0.069009
Sft2d2	-0.093038	0.069009
Ppil4	-0.066965	0.069009
Fau	0.064735	0.069009
Arf3	0.06805	0.069009
Atp5g3	0.094983	0.069009
Ube2g1	0.12456	0.069009
Ttll10	0.212006	0.069009
Phf2os1	0.232671	0.069009
Ccdc169	0.270945	0.069009
Gata5os	0.282768	0.069009
Gm12481	0.338017	0.069009
Gm14026	-0.296058	0.069008
RP24-90K1.8	-0.252485	0.069008
Pkn3	0.166769	0.069008
Prss30	0.094977	0.068964
Dhrs2	-0.22703	0.068929
Slc50a1	0.102131	0.068889
Chgb	-0.085462	0.06885
Smim20	0.085201	0.06885
Fbxw2	0.095237	0.06885
Gm6285	-0.218453	0.068842
Bicd1	0.101359	0.068771
Ms4a14	-0.314575	0.068755
5830418P13Rik	-0.26058	0.068755
Snapc4	-0.169253	0.068755
RP23-402K24.1	0.244424	0.068755
Gls2	0.298003	0.068755
RP24-167M10.4	-0.298389	0.068691
Ppp3r2	-0.245107	0.068691
Apon	-0.234978	0.068691
Baat	-0.190279	0.068691
Fndc3b	0.085852	0.068691
Nova1	0.258957	0.068691
Snord73a	-0.22703	0.068651
CAAA01116243.1	-0.279484	0.068636
Cd33	-0.264741	0.068636
Pdzd7	-0.254938	0.068636
Myh7	-0.248991	0.068636
Prkar1b	-0.178624	0.068636
Igf2bp2	-0.091062	0.068636
Sdhb	-0.0699	0.068636
Ik	-0.063324	0.068636
Iba57	-0.132482	0.068597
Mlh1	0.123168	0.068597
Mmp23	0.199925	0.068597
Gm7598	-0.258793	0.068576
Icam5	-0.233835	0.068576
Zfp318	-0.08351	0.068576
Plce1	-0.07553	0.068576
Fbxo48	0.249805	0.068576
Kcnab3	0.280095	0.068576
Hyal3	0.331708	0.068576
Nek8	0.228352	0.068547
mt-Cytb	-0.137157	0.068528
2810029C07Rik	0.258072	0.068528
Eno1b	-0.275044	0.06848
Plcb2	-0.247818	0.06848
Snora69	-0.245107	0.06848
Slc47a2	-0.224492	0.06848
Bri3	-0.183941	0.06848
Csn2	-0.183935	0.06848
Chmp7	-0.159877	0.06848
Osr2	-0.112949	0.06848
Amn	-0.09302	0.06848
Nedd1	0.09782	0.06848
Cbl	0.10995	0.06848
Lnx1	0.121675	0.06848
Ampd2	0.144003	0.06848
RP24-253I2.1	-0.304604	0.068474
Igfals	-0.278585	0.068474
Arhgap36	-0.245107	0.068474
Selplg	-0.19756	0.068474
Supt6	-0.107025	0.068474
Zfand2b	-0.103793	0.068474
Cnot11	0.103174	0.068474
Zfp617	0.127173	0.068474
Sp4	0.164961	0.068474
Rad51c	0.266536	0.068474
Guca1a	-0.264341	0.06846
Gm15204	-0.245107	0.06846
Acp1	0.091915	0.06846
Bcas2	0.10382	0.06846
Zfp830	0.108293	0.06846
Lpcat1	0.189594	0.06846
Gm8711	0.204948	0.06846
6430573F11Rik	0.259562	0.06846
Slc20a2	0.301441	0.06846
Sorcs3	0.316456	0.068458
Gm15696	-0.293147	0.068423
Reg4	-0.23478	0.068423
Gm29609	-0.227212	0.068423
Fzd1	0.269697	0.068423
Mphosph6	0.088027	0.068361
Fxyd3	-0.095277	0.068311
Cln5	0.100667	0.068311
Fam134b	0.110159	0.068311
Fam96b	0.177016	0.068311
Mpp2	0.239407	0.068311
RP23-241H7.1	-0.301073	0.068253
Kcnc4	-0.298116	0.068253
Fut9	-0.245107	0.068253
Gm12253	-0.245107	0.068253
Gm13033	-0.242339	0.068253
Spink2	-0.237633	0.068253
Gm15285	-0.236472	0.068253
Scfd2	-0.19654	0.068253
Ccdc25	-0.135078	0.068253
Phf23	-0.099456	0.068253
Mat2b	-0.087432	0.068253
Rnf2	-0.079965	0.068253
Tep1	-0.06611	0.068253
Hipk1	0.079996	0.068253
Txlng	0.158026	0.068253
Fam216a	0.15999	0.068253
Cyp4f41-ps	0.215907	0.068253
Gper1	0.25142	0.068253
RP24-144H23.5	0.270517	0.068253
2310058D17Rik	0.322448	0.068253
RP24-338G10.1	-0.313434	0.06823
Gm11946	-0.191123	0.068185
4933426M11Rik	0.126123	0.068176
Mturn	0.16283	0.068162
Frg1	-0.093056	0.068109
Gm10269	-0.296468	0.068007
Ptges2	-0.11067	0.068007
RP24-490B17.6	-0.268427	0.068003
Gm20594	-0.25275	0.068003
Hap1	0.158699	0.068003
1700084C01Rik	-0.22899	0.067987
1700003E16Rik	-0.228416	0.067987
Mep1b	-0.06978	0.067987
Atp2a3	0.119655	0.067987
mt-Tl1	-0.226616	0.067914
Ccdc84	0.149095	0.067886
Gm15464	-0.286074	0.067876
Fam101a	-0.254392	0.067876
Efs	-0.302264	0.067766
RP23-296I6.7	-0.301518	0.067766
PCDHGB6	-0.241222	0.067766
Zfp346	-0.171437	0.067766
Hunk	-0.122316	0.067766
Selo	-0.115117	0.067766
Ptcd2	-0.111753	0.067766
Naa10	-0.106622	0.067766
Cacna1a	-0.095649	0.067766
Tomm34	-0.089292	0.067766
Irak4	-0.084301	0.067766
Prlr	-0.06272	0.067766
Twf1	0.072341	0.067766
AY761184	0.088996	0.067766
Fam53a	0.121155	0.067766
Map2k1	0.140741	0.067766
Dnaaf2	0.149956	0.067766
Srgap3	0.156409	0.067766
Snora19	0.257055	0.067766
Wt1	-0.333262	0.067634
Eomes	-0.243105	0.067634
Nek6	-0.08602	0.067634
Dnajb14	0.084045	0.067634
Dennd6b	0.22565	0.067634
Brat1	0.233587	0.067615
Mbd1	0.144241	0.067502
6330418K02Rik	-0.148458	0.067498
Ldhb	-0.139879	0.067464
Hivep2	-0.066899	0.067464
2900041M22Rik	0.271988	0.067464
Fgfrl1	-0.104396	0.067448
Bola2	-0.097567	0.067413
Card11	0.212194	0.067413
mt-Te	-0.239626	0.067408
Tspan18	-0.213063	0.067408
Camta2	-0.074485	0.06733
Zmat5	0.151478	0.06733
Gm15938	-0.236358	0.06732
Lonrf2	-0.268847	0.067303
Spaca3	-0.250637	0.067303
Gm11730	-0.249476	0.067303
Gm15753	-0.248054	0.067303
Ttll12	-0.125982	0.067303
Tnpo2	-0.088935	0.067303
Rpl15	0.116133	0.067303
Snhg12	0.118866	0.067303
Gpr180	0.206063	0.067303
Cd300ld	0.233771	0.067303
Zfp709	0.260644	0.067303
Gm25235	-0.250092	0.067302
Gm23245	-0.245107	0.067302
Dock6	-0.133804	0.067302
Stard5	-0.130982	0.067302
Grk6	-0.095947	0.067302
Fuca2	-0.0783	0.067302
Tbl1x	0.068688	0.067302
Fam20b	0.115769	0.067302
Pop7	0.144387	0.067302
Tmem252	0.146965	0.067302
Snx29	0.1761	0.067302
Pter	0.225137	0.067302
Eml6	0.253477	0.067302
Commd4	-0.10258	0.067248
Ddx17	0.091131	0.067163
Gm13328	0.320021	0.06716
Gm12005	-0.225617	0.067154
Atp5l-ps1	0.223972	0.067154
Ctcflos	0.312096	0.067146
Padi2	-0.260538	0.067105
Rbm12b1	-0.28072	0.067104
Pcdhb14	-0.254132	0.067104
RP23-117H14.1	-0.237965	0.067104
Sned1	-0.139612	0.067104
Nbeal1	0.063466	0.067104
Esyt1	0.165282	0.067104
C4bp	0.191284	0.067104
Akna	-0.153331	0.066998
Psmc5	-0.122095	0.066998
Ager	-0.282026	0.066967
Lrrc46	-0.245107	0.066967
Gltscr2	-0.074578	0.066967
2610307P16Rik	0.265372	0.066967
Cep250	0.159894	0.06694
Cmss1	-0.293737	0.066928
Radil	-0.299542	0.066917
Sphk1	0.169255	0.066917
Cox20-ps	0.298278	0.066917
Cdadc1	-0.128184	0.066911
Pms1	0.254068	0.066857
Uba6	0.149674	0.066834
Hspa8	0.077163	0.066795
Zfp456	0.234118	0.066795
A830009L08Rik	-0.2353	0.066713
Mtx1	0.119857	0.066698
Gm12359	0.244598	0.066698
Nkain2	-0.238521	0.066667
Phykpl	-0.093282	0.066667
Ndufb7	0.093472	0.066667
Ddx19a	0.133099	0.066667
Ubash3b	0.156885	0.066667
Gm26631	-0.319818	0.066538
Rims4	-0.316558	0.066538
Wnk3	-0.25391	0.066538
Ddx52	0.089864	0.066538
Itgal	0.171698	0.066538
Rgmb	0.320754	0.066538
Atmin	0.079467	0.066477
4930427A07Rik	0.171953	0.066431
2700049A03Rik	-0.199684	0.066379
Haus5	-0.279271	0.066283
4930500F10Rik	-0.234623	0.066283
Tbl2	0.110444	0.066283
Daglb	0.12369	0.066283
5830417I10Rik	0.24984	0.066283
Gm22	0.295238	0.066283
Gm933	-0.301135	0.066282
Gm25190	0.239189	0.066282
BC039771	0.28507	0.066282
Mtfp1	-0.133182	0.066266
Hoxa9	-0.346729	0.066204
Nrg2	-0.290003	0.066204
Gm8806	-0.273389	0.066204
RP23-325F17.4	-0.262078	0.066204
RP23-269E5.10	-0.261617	0.066204
Rpl3l	-0.25391	0.066204
Azgp1	-0.245107	0.066204
Defa-ps10	-0.22797	0.066204
Ddx18	-0.183816	0.066204
Rrnad1	-0.148269	0.066204
Dtnbp1	-0.127151	0.066204
Man2a2	-0.099393	0.066204
Ksr1	-0.081503	0.066204
Hiatl1	-0.076181	0.066204
Bub3	0.088298	0.066204
Oma1	0.096939	0.066204
Kbtbd2	0.151715	0.066204
Akr1c12	0.156867	0.066204
Ube2v2	0.158206	0.066204
Mad1l1	0.170553	0.066204
Mrpl22	0.194209	0.066204
Gzma	0.209195	0.066204
1700016P03Rik	0.220912	0.066204
3425401B19Rik	0.231298	0.066204
B130006D01Rik	0.241261	0.066204
Ero1lb	0.282618	0.066204
Rrad	0.295849	0.066204
Fam78b	0.296312	0.066204
Cd300a	0.316805	0.066204
Psmc3	-0.060299	0.066121
Ift57	0.18936	0.066064
Rsf1	0.069364	0.066052
Gzmc	-0.25275	0.065996
Mgst2	-0.079206	0.065966
Usp48	-0.064592	0.065966
Ifnlr1	0.163168	0.065966
Pgam5	0.11056	0.06596
Lingo4	0.281172	0.065923
Gm11346	0.317327	0.065881
RP24-400M20.2	-0.336318	0.065825
Gm7334	-0.304411	0.065825
Neu2	-0.285799	0.065825
Dok7	-0.275322	0.065825
Gm4879	-0.273479	0.065825
Ccl27a	-0.264199	0.065825
A530020G20Rik	-0.2631	0.065825
Gm26575	-0.260712	0.065825
Col9a3	-0.253156	0.065825
RP23-363K7.6	-0.245107	0.065825
Wnt11	-0.241454	0.065825
Grap	-0.216416	0.065825
Zfp334	-0.202011	0.065825
Gm11423	-0.1965	0.065825
Det1	-0.148362	0.065825
Gtf2f2	-0.108941	0.065825
Spg20	-0.100543	0.065825
Orai1	-0.096935	0.065825
Enpp1	-0.092311	0.065825
6-Mar	-0.079837	0.065825
Rpl11	-0.068364	0.065825
Nr1d2	-0.066688	0.065825
Acta2	0.068555	0.065825
Papola	0.070764	0.065825
Mapk9	0.094299	0.065825
Ap4e1	0.191242	0.065825
Tmem40	0.214633	0.065825
3110009E18Rik	0.236292	0.065825
RP23-307B15.3	0.242432	0.065825
Tspyl3	0.24562	0.065825
RP23-358I10.4	0.251048	0.065825
Gm29670	0.259743	0.065825
Dnah9	0.267463	0.065825
Zp1	-0.242686	0.065575
Ncbp1	0.0771	0.065575
Ogfr	0.107387	0.065572
Oprd1	-0.247837	0.065501
2810408A11Rik	-0.144038	0.065501
Decr2	-0.113307	0.065501
Ptgr1	-0.102328	0.065501
Asap1	-0.075397	0.065501
Cox14	-0.055345	0.065501
Clmp	-0.053205	0.065501
Nkx2-3	0.083302	0.065501
Fam92a	0.180273	0.065501
Ap1g2	-0.086148	0.065423
Ptpra	0.071285	0.065411
Tnfrsf11a	-0.072172	0.065386
Dlgap2	-0.280147	0.06534
Atp4a	-0.245107	0.065319
Gm15452	-0.245107	0.065319
F7	-0.224612	0.065319
Magohb	0.132286	0.065319
S1pr2	0.169639	0.065319
Enpp6	0.237161	0.065319
Gm21992	0.259464	0.065319
Kcnk7	-0.274932	0.065285
Prdx6	0.113239	0.065285
Lonp2	-0.063429	0.065171
Gm22676	-0.287901	0.065093
Itih2	-0.245107	0.065093
Gm17322	-0.244429	0.065093
Zfp133-ps	-0.238511	0.065093
2010001A14Rik	-0.206653	0.065093
2010320M18Rik	-0.1212	0.065093
Arhgef5	-0.080403	0.065093
Phactr4	0.071633	0.065093
Kctd5	0.091718	0.065093
Car13	0.097561	0.065093
Cdc16	0.107208	0.065093
Gpr124	0.221649	0.065093
Ctsk	0.236712	0.065093
Ccdc126	0.287765	0.065093
Gm2199	0.315427	0.065093
Stom	-0.157304	0.065042
St3gal6	-0.147032	0.065042
Srsf9	0.099574	0.065042
Arhgap10	-0.209121	0.065034
Gatsl3	0.274877	0.065034
Prpsap1	0.082747	0.065013
Fbxo47	-0.228416	0.064892
Tbc1d9b	-0.094478	0.064892
Usp11	-0.152378	0.064836
Ttc14	0.088962	0.064836
Rapgef4os3	-0.245107	0.064829
Tex38	-0.232645	0.064829
Gm10474	-0.229479	0.064829
Gm24208	-0.218453	0.064829
Pex5	-0.204609	0.064829
Smurf1	-0.124857	0.064829
Gt(ROSA)26Sor	-0.089506	0.064829
Irf9	-0.076487	0.064829
Ppp2r5a	-0.063095	0.064829
Cep55	0.221218	0.064829
Rny1	-0.297769	0.064776
AI182371	-0.218453	0.064776
Arfip2	-0.083223	0.064776
Laptm4a	-0.047712	0.064776
Ipcef1	-0.25473	0.064654
Ccdc127	-0.084874	0.064654
Osbpl9	-0.066463	0.064654
Pspc1	0.106093	0.064654
Ube2g2	0.14482	0.064636
Treml2	-0.298114	0.064569
Sec13	0.127555	0.064551
Lage3	-0.085627	0.064471
Gm15421	0.184319	0.064471
Rps15a-ps6	0.288314	0.064471
Ccpg1os	-0.175951	0.064469
Gm15443	-0.280614	0.064361
Fbxw22	-0.245107	0.064361
A530058N18Rik	-0.239873	0.064361
Gm10645	-0.202012	0.064361
Coq10a	-0.194201	0.064361
Txnip	-0.183599	0.064361
Pcgf2	-0.116597	0.064361
Zfp385b	-0.111831	0.064361
Hkdc1	-0.067036	0.064361
D3Ertd751e	0.106555	0.064361
Pcca	0.132498	0.064361
Slc25a14	0.132868	0.064361
Fam107a	-0.228596	0.06418
Gm14620	-0.219947	0.06418
Gm20712	-0.171335	0.06418
Lrrc42	-0.122228	0.06418
Zfp65	-0.133032	0.06417
Rpl10-ps3	-0.181308	0.064136
Fam132b	-0.173244	0.064136
Lamtor3	0.128216	0.064136
Cds2	-0.082374	0.063921
L3hypdh	-0.219706	0.063883
Metap1d	0.164268	0.063883
Kantr	0.236966	0.0638
Trpv3	-0.285582	0.063783
Gm6776	-0.233876	0.063783
Rnf168	0.085052	0.063764
Abcc8	-0.270965	0.063731
Gm17082	-0.216467	0.063731
Gm10250	-0.135804	0.063731
Gpr97	-0.243031	0.063651
Lyst	0.19231	0.063651
Adamts20	-0.246529	0.06361
Hsd17b6	0.243504	0.06361
Dhx33	0.105866	0.063565
Gm13215	-0.276763	0.063559
Zcwpw2	-0.276283	0.063559
Cav3	-0.248416	0.063559
Spag4	-0.219966	0.063559
Sobp	-0.129347	0.063559
Auts2	0.069769	0.063559
Eif6	0.083941	0.063559
Poc1a	0.191459	0.063559
Tgif2	0.2748	0.063559
Gm23138	-0.239053	0.063452
1700113H08Rik	-0.198445	0.063452
Pde8b	-0.115456	0.063419
Acvr1b	-0.110094	0.063419
Dr1	0.097298	0.063419
Mia	0.278413	0.063419
Sncg	-0.20727	0.063377
Gba2	-0.227626	0.063321
C130021I20Rik	-0.30865	0.063308
Gm15050	-0.276659	0.063308
Etv5	-0.23301	0.063271
Mta2	0.096015	0.063271
Haus8	0.147185	0.063271
Phf2	-0.107526	0.063228
Lgals4	0.059402	0.063228
Dio3os	-0.245107	0.063224
Dcdc5	-0.233743	0.063224
G630090E17Rik	-0.117727	0.063224
Myh14	-0.07487	0.063224
Rab11fip1	-0.071816	0.063224
Mrpl28	0.100266	0.063224
Rbl1	0.114661	0.063224
Gm13423	0.171058	0.063224
Unc45a	0.092179	0.063209
Gm10029	-0.22987	0.063204
Cyp2d34	-0.371643	0.063197
Lrrc56	-0.142477	0.063134
A4galt	0.189687	0.063134
Tnfrsf22	-0.293799	0.063052
Slc4a11	-0.269868	0.063052
Limch1	0.160509	0.063052
Gm15728	-0.238363	0.063004
Gm12090	-0.218453	0.062954
Maml1	0.224267	0.062954
Rasd1	0.300277	0.062954
2310035C23Rik	0.069494	0.062929
4933407K13Rik	0.253073	0.062928
Cacna1b	-0.239645	0.062885
Osbpl8	0.13109	0.062885
Pofut2	-0.146824	0.062857
Arhgap12	-0.070879	0.062857
Gm11281	-0.229386	0.062847
Fkbp8	-0.086885	0.062847
4833422C13Rik	-0.271914	0.062819
Hoxd9	-0.243491	0.062819
Cntn1	0.178794	0.062819
Snx6	0.054359	0.062734
Ercc6	-0.147666	0.062645
Eif2b5	-0.097234	0.062645
Casp2	-0.072622	0.062645
Zufsp	0.208568	0.062645
Gm11448	0.259722	0.062645
Hes5	0.305113	0.062645
Fam178b	-0.277857	0.062621
Tex19.1	-0.245107	0.062621
D130051D11Rik	-0.245107	0.062621
Ccdc181	-0.125593	0.062621
Mxd1	-0.112289	0.062621
Dctpp1	0.080224	0.062621
Map2k3	0.112454	0.062621
Fes	0.211551	0.062621
Apba3	0.286712	0.062621
Snord100	0.301899	0.062621
Cyp2c69	-0.287597	0.062603
Gm9885	-0.254517	0.062603
D630024D03Rik	-0.231312	0.062603
Gm24412	-0.230263	0.062603
Clec12b	-0.190437	0.062603
Lmo4	-0.06796	0.062603
Rfx7	0.081576	0.062603
2610044O15Rik8	0.213977	0.062603
Ugt2b35	0.236199	0.062603
Gm12166	0.299599	0.062603
Gm26902	-0.234978	0.062598
Hist1h2ap	-0.336234	0.062568
Gm26682	-0.284388	0.062568
Cd79a	-0.273278	0.062568
RP23-329P9.12	-0.245107	0.062568
